ID;NACHNAME;VORNAME;ORTSZUSATZ;ADEL;PRAEFIX;ANREDE_TITEL;GESCHLECHT;BERUF;PARTEI_KURZ;WP
11001826;Reschke;Otto;;;;;männlich;Bergingenieur;SPD;13
11001826;Reschke;Otto;;;;;männlich;Bergingenieur;SPD;9
11001826;Reschke;Otto;;;;;männlich;Bergingenieur;SPD;10
11001827;Reuschenbach;Peter W.;;;;;männlich;Industriekaufmann;SPD;7
11001827;Reuschenbach;Peter W.;;;;;männlich;Industriekaufmann;SPD;8
11001827;Reuschenbach;Peter W.;;;;;männlich;Industriekaufmann;SPD;9
11001827;Reuschenbach;Peter W.;;;;;männlich;Industriekaufmann;SPD;10
11001827;Reuschenbach;Peter W.;;;;;männlich;Industriekaufmann;SPD;11
11001827;Reuschenbach;Peter W.;;;;;männlich;Industriekaufmann;SPD;12
11001828;Reuter;Bernd;;;;;männlich;Bauingenieur (grad.);SPD;9
11001828;Reuter;Bernd;;;;;männlich;Bauingenieur (grad.);SPD;10
11001828;Reuter;Bernd;;;;;männlich;Bauingenieur (grad.);SPD;11
11001828;Reuter;Bernd;;;;;männlich;Bauingenieur (grad.);SPD;12
11001828;Reuter;Bernd;;;;;männlich;Bauingenieur (grad.);SPD;13
11001828;Reuter;Bernd;;;;;männlich;Bauingenieur (grad.);SPD;14
11001829;Revenstorff;Hans;;;;;männlich;Landwirt;FDP;1
11001830;Ribbeheger;Gerhard;;;;;männlich;Geschäftsführer;FU;1
11001830;Ribbeheger;Gerhard;;;;;männlich;Geschäftsführer;FU;1
11001831;Richarts;Hans;;;;;männlich;Oberlandwirtschaftsrat;CDU;2
11001831;Richarts;Hans;;;;;männlich;Oberlandwirtschaftsrat;CDU;3
11001831;Richarts;Hans;;;;;männlich;Oberlandwirtschaftsrat;CDU;4
11001831;Richarts;Hans;;;;;männlich;Oberlandwirtschaftsrat;CDU;5
11001831;Richarts;Hans;;;;;männlich;Oberlandwirtschaftsrat;CDU;6
11001832;Richter;Edelbert;Weimar;;;Dr.;männlich;Theologe;SPD;11
11001832;Richter;Edelbert;Weimar;;;Dr.;männlich;Theologe;SPD;11
11001832;Richter;Edelbert;Weimar;;;Dr.;männlich;Theologe;SPD;13
11001832;Richter;Edelbert;Weimar;;;Dr.;männlich;Theologe;SPD;14
11001832;Richter;Edelbert;;;;Dr.;männlich;Theologe;SPD;11
11001832;Richter;Edelbert;;;;Dr.;männlich;Theologe;SPD;11
11001832;Richter;Edelbert;;;;Dr.;männlich;Theologe;SPD;13
11001832;Richter;Edelbert;;;;Dr.;männlich;Theologe;SPD;14
11001833;Richter;Franz;Niedersachsen;;;Dr.;männlich;Lehrer;WAV;1
11001833;Richter;Franz;Niedersachsen;;;Dr.;männlich;Lehrer;WAV;1
11001833;Richter;Franz;Niedersachsen;;;Dr.;männlich;Lehrer;WAV;1
11001833;Richter;Franz;Niedersachsen;;;Dr.;männlich;Lehrer;WAV;1
11001833;Richter;Franz;Niedersachsen;;;Dr.;männlich;Lehrer;WAV;1
11001834;Richter;Klaus;;;;;männlich;Realschullehrer;SPD;5
11001834;Richter;Klaus;;;;;männlich;Realschullehrer;SPD;6
11001834;Richter;Klaus;;;;;männlich;Realschullehrer;SPD;7
11001835;Richter;Manfred;Bremerhaven;;;;männlich;Rektor;FDP;11
11001835;Richter;Manfred;Bremerhaven;;;;männlich;Rektor;FDP;12
11001836;Richter;Willi;Frankfurt;;;;männlich;Geschäftsführer;SPD;1
11001836;Richter;Willi;Frankfurt;;;;männlich;Geschäftsführer;SPD;2
11001837;Riebensahm;Dietrich;;;;;männlich;Markscheider, Diplomingenieur;FDP;9
11001838;Riede;Paula;Oeffingen;;;Dr.;weiblich;Weinsachverständige, Hausfrau;CDU;7
11001838;Riede;Paula;Oeffingen;;;Dr.;weiblich;Weinsachverständige, Hausfrau;CDU;8
11001839;Riedel;Clemens;Frankfurt;;;;männlich;Bäckermeister;CDU;3
11001839;Riedel;Clemens;Frankfurt;;;;männlich;Bäckermeister;CDU;4
11001839;Riedel;Clemens;Frankfurt;;;;männlich;Bäckermeister;CDU;5
11001839;Riedel;Clemens;Frankfurt;;;;männlich;Bäckermeister;CDU;6
11001841;Rieder;Norbert;;;;Prof. Dr.;männlich;Universitätsprofessor;CDU;12
11001841;Rieder;Norbert;;;;Prof. Dr.;männlich;Universitätsprofessor;CDU;13
11001842;Riederer von Paar;Max;;Freiherr;;;männlich;Gutsbesitzer;CSU;2
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;6
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;7
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;8
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;9
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;10
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;11
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;12
11001843;Riedl;Erich;München;;;Dr.;männlich;Dipl.-Kaufmann, Oberpostdirektor;CSU;13
11001844;Riege;Gerhard;;;;Dr.;männlich;Professor für Staatsrecht;PDS/LL;11
11001844;Riege;Gerhard;;;;Dr.;männlich;Professor für Staatsrecht;PDS/LL;12
11001845;Riegel;Karl;Göppingen;;;;männlich;Angestellter;SPD;4
11001845;Riegel;Karl;Göppingen;;;;männlich;Angestellter;SPD;5
11001846;Rieger;Walter;Köln;;;Dr.;männlich;Regierungspräsident z. D.;FDP;4
11001847;Riegert;Klaus;;;;;männlich;Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar;CDU;12
11001847;Riegert;Klaus;;;;;männlich;Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar;CDU;13
11001847;Riegert;Klaus;;;;;männlich;Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar;CDU;14
11001847;Riegert;Klaus;;;;;männlich;Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar;CDU;15
11001847;Riegert;Klaus;;;;;männlich;Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar;CDU;16
11001847;Riegert;Klaus;;;;;männlich;Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar;CDU;17
11001848;Riemer;Horst-Ludwig;;;;Dr.;männlich;Rechtsanwalt;FDP;9
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;8
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;9
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;10
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;11
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;12
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;13
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;14
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;15
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;16
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;17
11001849;Riesenhuber;Heinz;;;;Dr.;männlich;Dipl.-Chemiker, Bundesminister;CDU;18
11001850;Rimmelspacher;Hugo;;;;;männlich;Ingenieur;SPD;3
11001851;Rind;Hermann;;;;;männlich;Steuerberater;FDP;11
11001851;Rind;Hermann;;;;;männlich;Steuerberater;FDP;12
11001852;Rinderspacher;Fritz;;;;Dr.;männlich;Oberstudienrat i. R.;SPD;4
11001852;Rinderspacher;Fritz;;;;Dr.;männlich;Oberstudienrat i. R.;SPD;5
11001852;Rinderspacher;Fritz;;;;Dr.;männlich;Oberstudienrat i. R.;SPD;6
11001853;Ringkamp;Werner;;;;;männlich;Volkshochschulleiter;CDU;12
11001854;Rinke;Walter;;;;Dr.;männlich;Ministerialrat;CSU;2
11001855;Rinsche;Günter;;;;Dr.;männlich;Dipl.-Volkswirt;CDU;5
11001855;Rinsche;Günter;;;;Dr.;männlich;Dipl.-Volkswirt;CDU;6
11001856;Ripken;Georg;;;;Dr.;männlich;Staatssekretär i. R.;DP;3
11001856;Ripken;Georg;;;;Dr.;männlich;Staatssekretär i. R.;DP;3
11001856;Ripken;Georg;;;;Dr.;männlich;Staatssekretär i. R.;DP;3
11001857;Rische;Friedrich;;;;;männlich;Redakteur;KPD;1
11001858;Ritgen;Gerd;;;;Dr.;männlich;Dipl.-Landwirt;CDU;5
11001858;Ritgen;Gerd;;;;Dr.;männlich;Dipl.-Landwirt;CDU;6
11001858;Ritgen;Gerd;;;;Dr.;männlich;Dipl.-Landwirt;CDU;7
11001859;Ritz;Burkhard;;;;Dr.;männlich;Dipl.-Landwirt, Landvolkshochschuldozent;CDU;5
11001859;Ritz;Burkhard;;;;Dr.;männlich;Dipl.-Landwirt, Landvolkshochschuldozent;CDU;6
11001859;Ritz;Burkhard;;;;Dr.;männlich;Dipl.-Landwirt, Landvolkshochschuldozent;CDU;7
11001859;Ritz;Burkhard;;;;Dr.;männlich;Dipl.-Landwirt, Landvolkshochschuldozent;CDU;8
11001859;Ritz;Burkhard;;;;Dr.;männlich;Dipl.-Landwirt, Landvolkshochschuldozent;CDU;9
11001860;Ritzel;Heinrich Georg;;;;;männlich;Provinzialdirektor i. R.;SPD;1
11001860;Ritzel;Heinrich Georg;;;;;männlich;Provinzialdirektor i. R.;SPD;2
11001860;Ritzel;Heinrich Georg;;;;;männlich;Provinzialdirektor i. R.;SPD;3
11001860;Ritzel;Heinrich Georg;;;;;männlich;Provinzialdirektor i. R.;SPD;4
11001861;Rixe;Günter;;;;;männlich;Installateurmeister;SPD;11
11001861;Rixe;Günter;;;;;männlich;Installateurmeister;SPD;12
11001861;Rixe;Günter;;;;;männlich;Installateurmeister;SPD;13
11001862;Rock;Edelhard;;;;;männlich;Speditionskauffrau;CDU;5
11001862;Rock;Edelhard;;;;;männlich;Speditionskauffrau;CDU;6
11001863;Brahmst-Rock;Helga;;;;;weiblich;Speditionskauffrau;DIE GRÜNEN/BÜNDNIS 90;11
11001863;Brahmst-Rock;Helga;;;;;weiblich;Speditionskauffrau;DIE GRÜNEN/BÜNDNIS 90;11
11001863;Rock;Helga;;;;;weiblich;Speditionskauffrau;DIE GRÜNEN/BÜNDNIS 90;11
11001863;Rock;Helga;;;;;weiblich;Speditionskauffrau;DIE GRÜNEN/BÜNDNIS 90;11
11001864;Rode;Helmut;Wietzen;;;;männlich;Selbständiger Unternehmer;CDU;10
11001864;Rode;Helmut;Wietzen;;;;männlich;Selbständiger Unternehmer;CDU;12
11001865;Rodiek;Ernst;;;;;männlich;Technischer Kaufmann;SPD;3
11001866;Röder;Franz Josef;;;;Dr.;männlich;Oberstudiendirektor;CDU;2
11001867;Röhl;Klaus;;;;Dr.;männlich;Dipl.-Chemiker;FDP;12
11001867;Röhl;Klaus;;;;Dr.;männlich;Dipl.-Chemiker;FDP;13
11001868;Röhlig;Siegfried;;;;;männlich;Steuerbeamter, Dozent;SPD;7
11001869;Röhner;Paul;;;;;männlich;Direktor z. Wvw. im Bayerischen Bauernverband;CSU;5
11001869;Röhner;Paul;;;;;männlich;Direktor z. Wvw. im Bayerischen Bauernverband;CSU;6
11001869;Röhner;Paul;;;;;männlich;Direktor z. Wvw. im Bayerischen Bauernverband;CSU;7
11001869;Röhner;Paul;;;;;männlich;Direktor z. Wvw. im Bayerischen Bauernverband;CSU;8
11001869;Röhner;Paul;;;;;männlich;Direktor z. Wvw. im Bayerischen Bauernverband;CSU;9
11001870;Rönsch;Hannelore;Wiesbaden;;;;weiblich;Angestellte;CDU;10
11001870;Rönsch;Hannelore;Wiesbaden;;;;weiblich;Angestellte;CDU;11
11001870;Rönsch;Hannelore;Wiesbaden;;;;weiblich;Angestellte;CDU;12
11001870;Rönsch;Hannelore;Wiesbaden;;;;weiblich;Angestellte;CDU;13
11001870;Rönsch;Hannelore;Wiesbaden;;;;weiblich;Angestellte;CDU;14
11001871;Roesch;Carl;;;;Dr.;männlich;Versicherungsangestellter;SPD;4
11001872;Rösch;Julie;;;;;weiblich;Hausfrau;CDU;1
11001872;Rösch;Julie;;;;;weiblich;Hausfrau;CDU;2
11001872;Rösch;Julie;;;;;weiblich;Hausfrau;CDU;3
11001873;Rösch;Klaus;;;;Dr.;männlich;Dipl.-Betriebswirt;FDP;9
11001874;Rösing;Josef;;;;;männlich;Parlamentarischer Geschäftsführer, Diplomvolkswirt;CDU;2
11001874;Rösing;Josef;;;;;männlich;Parlamentarischer Geschäftsführer, Diplomvolkswirt;CDU;2
11001874;Rösing;Josef;;;;;männlich;Parlamentarischer Geschäftsführer, Diplomvolkswirt;CDU;2
11001874;Rösing;Josef;;;;;männlich;Parlamentarischer Geschäftsführer, Diplomvolkswirt;CDU;3
11001874;Rösing;Josef;;;;;männlich;Parlamentarischer Geschäftsführer, Diplomvolkswirt;CDU;4
11001874;Rösing;Josef;;;;;männlich;Parlamentarischer Geschäftsführer, Diplomvolkswirt;CDU;5
11001874;Rösing;Josef;;;;;männlich;Parlamentarischer Geschäftsführer, Diplomvolkswirt;CDU;6
11001875;Rösler;Johannes Baptist;;;;Dr.;männlich;Oberstudienrat;CDU;5
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;3
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;4
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;5
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;6
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;7
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;8
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;9
11001876;Rohde;Helmut;;;;;männlich;Journalist;SPD;10
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;3
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;4
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;5
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;6
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;7
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;8
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;9
11001876;Rohde;Helmut;Hannover;;;;männlich;Journalist;SPD;10
11001877;Roitzsch;Ingrid;;;;;weiblich;Redakteurin;CDU;9
11001877;Roitzsch;Ingrid;;;;;weiblich;Redakteurin;CDU;10
11001877;Roitzsch;Ingrid;;;;;weiblich;Redakteurin;CDU;11
11001877;Roitzsch;Ingrid;;;;;weiblich;Redakteurin;CDU;12
11001877;Roitzsch;Ingrid;Quickborn;;;;weiblich;Redakteurin;CDU;9
11001877;Roitzsch;Ingrid;Quickborn;;;;weiblich;Redakteurin;CDU;10
11001877;Roitzsch;Ingrid;Quickborn;;;;weiblich;Redakteurin;CDU;11
11001877;Roitzsch;Ingrid;Quickborn;;;;weiblich;Redakteurin;CDU;12
11001878;Rollmann;Dietrich-Wilhelm;;;;;männlich;Jurist, Public Relations- Unternehmungsberater;CDU;3
11001878;Rollmann;Dietrich-Wilhelm;;;;;männlich;Jurist, Public Relations- Unternehmungsberater;CDU;4
11001878;Rollmann;Dietrich-Wilhelm;;;;;männlich;Jurist, Public Relations- Unternehmungsberater;CDU;5
11001878;Rollmann;Dietrich-Wilhelm;;;;;männlich;Jurist, Public Relations- Unternehmungsberater;CDU;6
11001878;Rollmann;Dietrich-Wilhelm;;;;;männlich;Jurist, Public Relations- Unternehmungsberater;CDU;7
11001879;Romer;Franz;;;;;männlich;Mechaniker;CDU;12
11001879;Romer;Franz;;;;;männlich;Mechaniker;CDU;13
11001879;Romer;Franz;;;;;männlich;Mechaniker;CDU;14
11001879;Romer;Franz;;;;;männlich;Mechaniker;CDU;15
11001879;Romer;Franz;;;;;männlich;Mechaniker;CDU;16
11001880;Rommerskirchen;Josef;;;;;männlich;Publizist;CDU;3
11001880;Rommerskirchen;Josef;;;;;männlich;Publizist;CDU;4
11001880;Rommerskirchen;Josef;;;;;männlich;Publizist;CDU;5
11001880;Rommerskirchen;Josef;;;;;männlich;Publizist;CDU;6
11001880;Rommerskirchen;Josef;;;;;männlich;Publizist;CDU;7
11001881;Ronneburger;Uwe;;;;;männlich;Landwirt;FDP;7
11001881;Ronneburger;Uwe;;;;;männlich;Landwirt;FDP;9
11001881;Ronneburger;Uwe;;;;;männlich;Landwirt;FDP;10
11001881;Ronneburger;Uwe;;;;;männlich;Landwirt;FDP;11
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;8
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;9
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;10
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;11
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;12
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;13
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;14
11001882;Rose;Klaus;;;;Dr.;männlich;Publizist, Parl. Staatssekretär;CSU;15
11001883;Rosenthal;Philip;;;;Prof.;männlich;Vorstandsvorsitzender;SPD;6
11001883;Rosenthal;Philip;;;;Prof.;männlich;Vorstandsvorsitzender;SPD;7
11001883;Rosenthal;Philip;;;;Prof.;männlich;Vorstandsvorsitzender;SPD;8
11001883;Rosenthal;Philip;;;;Prof.;männlich;Vorstandsvorsitzender;SPD;9
11001884;Roser;Hans;;;;;männlich;Pfarrer;CSU;6
11001884;Roser;Hans;;;;;männlich;Pfarrer;CSU;7
11001885;Roske;Norbert;;;;Dr.;männlich;Sozial- und  Wirtschaftswissenschaftler;GRÜNE;11
11001885;Roske;Norbert;;;;Dr.;männlich;Sozial- und  Wirtschaftswissenschaftler;GRÜNE;11
11001886;Ross;Kurt;;;;;männlich;Arbeitsprüfer;SPD;4
11001886;Ross;Kurt;;;;;männlich;Arbeitsprüfer;SPD;5
11001886;Ross;Kurt;;;;;männlich;Arbeitsprüfer;SPD;6
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;9
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;10
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;11
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;12
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;13
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;14
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;15
11001887;Rossmanith;Kurt J.;;;;;männlich;Dipl.-Verwaltungswirt, Industriekaufmann;CSU;16
11001888;Rost;Gabriele;Berlin;;;;weiblich;Hausfrau;CDU;11
11001889;Roth;Adolf;Gießen;;;;männlich;Dipl.-Volkswirt, Kaufmann;CDU;10
11001889;Roth;Adolf;Gießen;;;;männlich;Dipl.-Volkswirt, Kaufmann;CDU;11
11001889;Roth;Adolf;Gießen;;;;männlich;Dipl.-Volkswirt, Kaufmann;CDU;12
11001889;Roth;Adolf;Gießen;;;;männlich;Dipl.-Volkswirt, Kaufmann;CDU;13
11001889;Roth;Adolf;Gießen;;;;männlich;Dipl.-Volkswirt, Kaufmann;CDU;14
11001890;Roth;Ernst;;;;;männlich;Journalist;SPD;1
11001891;Roth;Wolfgang;;;;;männlich;Dipl.-Volkswirt;SPD;8
11001891;Roth;Wolfgang;;;;;männlich;Dipl.-Volkswirt;SPD;9
11001891;Roth;Wolfgang;;;;;männlich;Dipl.-Volkswirt;SPD;10
11001891;Roth;Wolfgang;;;;;männlich;Dipl.-Volkswirt;SPD;11
11001891;Roth;Wolfgang;;;;;männlich;Dipl.-Volkswirt;SPD;12
11001892;Rother;Heinz;;;;;männlich;Ingenieur;CDU;11
11001892;Rother;Heinz;;;;;männlich;Ingenieur;CDU;12
11001893;Ruck;Christian;;;;Dr.;männlich;Dipl.-Ökonom;CSU;12
11001893;Ruck;Christian;;;;Dr.;männlich;Dipl.-Ökonom;CSU;13
11001893;Ruck;Christian;;;;Dr.;männlich;Dipl.-Ökonom;CSU;14
11001893;Ruck;Christian;;;;Dr.;männlich;Dipl.-Ökonom;CSU;15
11001893;Ruck;Christian;;;;Dr.;männlich;Dipl.-Ökonom;CSU;16
11001893;Ruck;Christian;;;;Dr.;männlich;Dipl.-Ökonom;CSU;17
11001894;Rudoll;Margarete;;;;;weiblich;Fachsekretärin DGB;SPD;2
11001894;Rudoll;Margarete;;;;;weiblich;Fachsekretärin DGB;SPD;3
11001894;Rudoll;Margarete;;;;;weiblich;Fachsekretärin DGB;SPD;4
11001894;Rudoll;Margarete;;;;;weiblich;Fachsekretärin DGB;SPD;5
11001895;Rüdel;Hans-Carl;Kiel;;;Dr.;männlich;Apotheker;CDU;3
11001896;Rüdiger;Karl;;;;;männlich;Landwirt;FDP;1
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;8
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;9
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;10
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;11
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;12
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;13
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;14
11001897;Rühe;Volker;;;;;männlich;Oberstudienrat , Bundesminister;CDU;15
11001898;Rümmele;Oskar;;;;;männlich;Bezirksleiter, Bürgermeister;CDU;1
11001898;Rümmele;Oskar;;;;;männlich;Bezirksleiter, Bürgermeister;CDU;2
11001899;Rüttgers;Jürgen;;;;Dr.;männlich;Bundesminister für Bildung, Wissenschaft, Forschung und Technologie;CDU;11
11001899;Rüttgers;Jürgen;;;;Dr.;männlich;Bundesminister für Bildung, Wissenschaft, Forschung und Technologie;CDU;12
11001899;Rüttgers;Jürgen;;;;Dr.;männlich;Bundesminister für Bildung, Wissenschaft, Forschung und Technologie;CDU;13
11001899;Rüttgers;Jürgen;;;;Dr.;männlich;Bundesminister für Bildung, Wissenschaft, Forschung und Technologie;CDU;14
11001900;Ruf;Rudolf;;;;;männlich;Glasermeister;CDU;9
11001900;Ruf;Rudolf;;;;;männlich;Glasermeister;CDU;10
11001900;Ruf;Rudolf;;;;;männlich;Glasermeister;CDU;11
11001901;Ruf;Thomas;;;;;männlich;Dipl.-Volkswirt;CDU;2
11001901;Ruf;Thomas;;;;;männlich;Dipl.-Volkswirt;CDU;3
11001901;Ruf;Thomas;;;;;männlich;Dipl.-Volkswirt;CDU;4
11001901;Ruf;Thomas;;;;;männlich;Dipl.-Volkswirt;CDU;5
11001901;Ruf;Thomas;;;;;männlich;Dipl.-Volkswirt;CDU;6
11001902;Ruhnke;Heinrich-Wilhelm;;;;;männlich;Selbständiger Kaufmann;SPD;1
11001902;Ruhnke;Heinrich-Wilhelm;;;;;männlich;Selbständiger Kaufmann;SPD;2
11001902;Ruhnke;Heinrich-Wilhelm;;;;;männlich;Selbständiger Kaufmann;SPD;3
11001903;Ruland;Franz;;;;;männlich;Rechtsanwalt;CSUS;2
11001903;Ruland;Franz;;;;;männlich;Rechtsanwalt;CSUS;2
11001903;Ruland;Franz;;;;;männlich;Rechtsanwalt;CSUS;3
11001903;Ruland;Franz;;;;;männlich;Rechtsanwalt;CSUS;4
11001904;Rumpf;Wolfgang;;;;Dr.;männlich;Professor, Diplomforstwirt, Forstdirektor;FDP;9
11001904;Rumpf;Wolfgang;;;;Dr.;männlich;Professor, Diplomforstwirt, Forstdirektor;FDP;10
11001904;Rumpf;Wolfgang;;;;Dr.;männlich;Professor, Diplomforstwirt, Forstdirektor;FDP;11
11001905;Runge;Hermann;;;;;männlich;Schlosser;SPD;1
11001905;Runge;Hermann;;;;;männlich;Schlosser;SPD;2
11001906;Rusche;Herbert;;;;;männlich;Angestellter;GRÜNE;10
11001907;Russe;Hermann Josef;Bochum;;;;männlich;Dipl.-Volkswirt;CDU;5
11001907;Russe;Hermann Josef;Bochum;;;;männlich;Dipl.-Volkswirt;CDU;6
11001907;Russe;Hermann Josef;Bochum;;;;männlich;Dipl.-Volkswirt;CDU;7
11001907;Russe;Hermann Josef;Bochum;;;;männlich;Dipl.-Volkswirt;CDU;8
11001907;Russe;Hermann Josef;;;;;männlich;Dipl.-Volkswirt;CDU;5
11001907;Russe;Hermann Josef;;;;;männlich;Dipl.-Volkswirt;CDU;6
11001907;Russe;Hermann Josef;;;;;männlich;Dipl.-Volkswirt;CDU;7
11001907;Russe;Hermann Josef;;;;;männlich;Dipl.-Volkswirt;CDU;8
11001908;Rust;Bärbel;;;;;weiblich;Software-Entwicklerin;DIE GRÜNEN/BÜNDNIS 90;11
11001908;Rust;Bärbel;;;;;weiblich;Software-Entwicklerin;DIE GRÜNEN/BÜNDNIS 90;11
11001909;Rutschke;Wolfgang;;;;Dr.;männlich;Verwaltungsjurist;FDP;3
11001909;Rutschke;Wolfgang;;;;Dr.;männlich;Verwaltungsjurist;FDP;4
11001909;Rutschke;Wolfgang;;;;Dr.;männlich;Verwaltungsjurist;FDP;5
11001909;Rutschke;Wolfgang;;;;Dr.;männlich;Verwaltungsjurist;FDP;6
11001910;Saam;Hermann;;;;;männlich;Bürgermeister;FDP;5
11001911;Sabaß;Wilmar;;;;;männlich;Dipl.-Ingenieur, Bergassessor;CDU;2
11001912;Sabel;Anton;;;;;männlich;Oberregierungsrat;CDU;1
11001912;Sabel;Anton;;;;;männlich;Oberregierungsrat;CDU;2
11001913;Säckl;Peter;;;;;männlich;Architekt;SPD;6
11001914;Sänger;Fritz;;;;;männlich;Journalist;SPD;4
11001914;Sänger;Fritz;;;;;männlich;Journalist;SPD;5
11001915;Saibold;Hannelore;;;;;weiblich;Gesundheitsberaterin;BÜNDNIS 90/DIE GRÜNEN;11
11001915;Saibold;Hannelore;;;;;weiblich;Gesundheitsberaterin;BÜNDNIS 90/DIE GRÜNEN;11
11001915;Saibold;Hannelore;;;;;weiblich;Gesundheitsberaterin;BÜNDNIS 90/DIE GRÜNEN;13
11001916;Samwer;Adolf Franz;;;;;männlich;Wirtschaftssachverständiger;CDU;2
11001916;Samwer;Adolf Franz;;;;;männlich;Wirtschaftssachverständiger;CDU;2
11001916;Samwer;Adolf Franz;;;;;männlich;Wirtschaftssachverständiger;CDU;2
11001916;Samwer;Adolf Franz;;;;;männlich;Wirtschaftssachverständiger;CDU;2
11001916;Samwer;Adolf Franz;;;;;männlich;Wirtschaftssachverständiger;CDU;2
11001917;Sander;Engelbert;;;;;männlich;Geschäftsführer;SPD;6
